id,content_anonymized,3.5 Flash,3.1 Pro,GPT5.5_Medium
4773,[NAME] phải làm liền,1,1,1.0
4774,phải bắt mấy thằng hack CTXH thôi,1,1,1.0
4775,[NAME] ting là dc mà em,1,1,1.0
4776,muốn là coa cách thoi kkk,2,2,1.0
4777,[NAME] em đòi công bằng kìa đạt haha,2,2,1.0
4778,Quốc Duy em h ko sợ em đc 10 ngày là chắc chắn r,2,2,1.0
4779,[NAME] share cho ít đi :)),2,2,1.0
4781,[NAME] thấy gì hem,1,1,1.0
4782,[NAME] thấy trần cảm😑,1,1,1.0
4783,coa giải quyết méo bao giờ mà kiến nghị,1,1,1.0
4784,[NAME] cay cú j cha,1,1,1.0
4785,[NAME] au shiet làm ăn đàng hoàng lại nha,1,1,1.0
4786,[NAME] em luôn chủ động nắm bắt thông tin ạ,1,1,1.0
4787,Hãy làm theo cách của bạn. Tính ngày theo cách của chúng tôi,1,1,1.0
4788,[NAME] alooo alooo bạn iu,1,1,1.0
4789,Ngọc Minh [NAME] những con người có nỗi lòng về ctxh nghe với nhau :)))),2,2,1.0
4790,Trâm Hiền giỡn quài tui được 6 ngày rồi nha,1,1,1.0
4791,[NAME] v là m ngon hơn t vs châu r kkk,2,2,2.0
4792,[NAME] nghe nè bạn iu,1,1,1.0
4793,[NAME] đc 6 ngày lun hẽ xịn zạy chia bớt cho tui với [NAME] đi,2,2,2.0
4794,Quỳnh Mai nghĩ mà bùn,1,1,1.0
4795,Bảo Ngọc t mà bị là t gào khóc thét lăn đùng ăn vạ 😓,0,0,1.0
4796,Bảo Ngọc ủa lớp mình [NAME] đủ mà,1,1,1.0
4797,"Năm mấy r mà khóc to thế 🤡 , cái gì cũng có cách giải quyét của nó khóc ít thôi mấy em ơi",0,0,0.0
4798,"Ý kiến vậy thôi chứ trường có giải quyết hay không thì hên xui bạn nhé, mà chắc xui nhiều hơn hên rồi đó 🥹",1,1,0.0
4799,Bich [NAME] sao lên bài khum rủ bạn viết chung voiiiii,1,1,1.0
4800,[NAME] toi mà lên bài thì phải 10trang giấy,1,1,1.0
4801,[NAME] có người nói lên nỗi lòng nè bạn 🌝,1,1,1.0
4802,Mỹ Phụng thoi bạn ơi làm gì có ai chứng cho đâu mà nỗi lòng,1,1,1.0
4803,[NAME] vô xả đi bạn,1,1,1.0
4804,Mỹ Phụng thoi cám ơn ạ hong dám mình tu ròi,2,2,1.0
4805,Nguyen [NAME] chuyện muôn thuở 😌,1,1,1.0
4806,[NAME] hân hạnh tài trợ em qua cơn bão lòng này,1,1,1.0
4807,"Thiệt luôn, làm sai mình nói thì chửi mình như con z đó :)))",1,1,1.0
4809,Bạn vào cái nhóm sửa ctxh chưa bạn? Thử xin vào xử lý chứ k k ra trường được. Cùng lắm lên thẳng khu G gặp thầy [NAME] bên đoàn rồi nói chuyện. Mình đòi quyền lợi của mình chứ? Làm căng lên. Mình học ở đây mình dùng dịch vụ mà chứ đâu phải họ làm ba má mình đâu nè.,1,1,1.0
4810,Hàn Nhật Trường Phạm Phương vô xác nhận cái :)),2,2,1.0
4811,[NAME] đi hơn 2 ngày vô coi 0 ngày :)),2,2,1.0
4812,Hàn Nhật Trường chắc là ko cay đâu kk,1,1,1.0
4813,[NAME] t đi dc ch p gần 4 ngày dm:),1,1,1.0
4815,[NAME] nạp 20 được k,1,1,1.0
4816,[NAME] 10k viettel thôi,1,1,1.0
4817,Mỗi lần tham gia nào là ghi danh sách chụp hình các kiểu đến cuối năm kiểm tra thì chưa có ngày nào,1,1,1.0
4818,Quảng Bình  chắc khóc :v,0,0,1.0
4819,Thanh Bình t đã nói rồi đi đến đâu chụp đến đó mới vừa lòng =))),1,1,1.0
4820,[NAME] mày đăng đúng không,1,1,1.0
4821,[NAME] clm :)) ai bán ngày ctxh k mua liền,2,2,1.0
4822,[NAME] nói [NAME] đi tình nguyện đi bà :)),2,2,1.0
4823,Như Phạm thôi bạn đi đó lâu lắm ai bán mua cho nhanh,0,0,1.0
4824,[NAME] đi mùa hè xanh 2 tuần full á :)),2,2,1.0
4825,"Nhật Trường người 0,5 ngày ctxh hãy chia sẻ kinh nghiệm i kkk",2,2,1.0
4826,"Anh [NAME] có ký tên, có hỉnh ảnh nhưng đủ hay kh thì lại là vấn đề khác",1,1,1.0
4828,[NAME] Do tại sao ko nghĩ đến 1 thế giới văn minh :)))),2,2,1.0
4829,[NAME] Do bạn [NAME] tiêu cực quá :))),2,2,1.0
4830,"[NAME] đang thiếu 0,5 ngày đóng mô đó a 😂",2,1,1.0
4833,"[NAME] hoi hong sao bạn à ráng tiêpa i nha đừng khóc đừng buồn,",0,0,0.0
4834,Phản hồi còn k sửa nữa là:)),2,2,1.0
4835,Minh Minh đàn gảy tay trâu pà ơi =)))),1,1,1.0
4836,"[NAME] tui dư gòy, mà đánh dấu kiểu gì có 8 ngày à. [NAME] hề:))",2,2,1.0
4838,[NAME] kiếm  🌾 dần là vừa,1,1,1.0
4839,Cái này tụi chị nói cách đây 3 năm rùi =)),1,1,1.0
4840,Hồng Hạnh bon c nói cách đây 5 năm r kkkk,2,2,1.0
4842,[NAME] đm đại hội tdtt mưa tầm tả bắt đứng cầm cờ xong kêu ký tên chụp hình các kiểu hứa cộng 3đ. Tới cuối năm đăng dsach vô ktra lại thấy cộng 1.5đ. Rồi bắt t đki thi lịch sử để tính điểm cho đủ điểm ctxh =)))),1,1,1.0
4843,Trường riết làm ăn thấy chán 😶 biết thu vô hong à chứ hong có nghĩ cho sv năm trước ktr vẫn 3 ngày năm nay làm lòi cái lồng đèn tuột còn 2 :>> thiệc là quào,0,0,1.0
4844,"Chuyện ko của riêng ai. Thôi, đừng buồn mà em, em ko là duy nhất :))))",1,1,1.0
4845,[NAME] em mua không a bán lại cho e 15 ngày:))),2,2,1.0
4846,[NAME] em cũng dư 15 ngày như a :v,1,1,1.0
4847,[NAME] dữ dị s,1,1,1.0
4848,ctxh nơi bạn thể hiện các mối qhe công chúng :))),2,2,1.0
4849,[NAME] cũng bình thường thôi,1,1,1.0
4850,quen thì ngồi chơi cũng đc mà k quen thì bị sansee=)),1,1,1.0
4851,[NAME] ở đâu cũng có con này con kia kkk,1,1,1.0
4852,Thu Hiền 4 ngày của tôi mất tiêu,1,1,0.0
4853,[NAME] mất tiêu luon ạ =)),1,1,0.0
4854,Thành Chung Teraco a k đi ngày nào mà tk b a nó khai cho a tận 8 ngày :)) thiếu 2 ngày a đóng 100k từ thiện ez...🔥 🥲,2,1,0.0
4855,Mãi yêu à :)) Thành Chung Teraco,2,2,1.0
4856,Quốc Huy của bạn 400k,1,1,1.0
4857,[NAME] lùm mé 😂,2,2,1.0
4858,Nhớ hồi đó đi chống dịch lòi lz mới đủ ngày ctxh để ra trường đay ne… hong béc b năm mấy ha và đã tham gia baonhiu ct mà than dữ ă😵‍💫,1,1,1.0
4859,Ôi tuổi trẻ :))). Chưa thấy đi chống dịch 1 ngày tính nửa ngày gòi :))),2,2,1.0
4860,mình đi 3 tháng nộp giấy xong mất tờ giấy luôn,1,1,0.0
4862,[NAME] Đức cứ canh ngày tuyển sinh lên lm cảnh là ok thôi hả 🤣🤣🤣,2,2,2.0
4863,[NAME] lên ngồi canh máy đi ae,1,1,1.0
4864,"Mình cũng không dám ý kiến, vì thật sự ngày ctxh của mình cũng bị cập nhật sai, mình bị cộng nhầm nhiều ngày hơn mình tưởng ấy 🙁",1,1,1.0
4865,Nguyễn [NAME]hanh Phú  T báo thầy trừ của m giờ:),0,0,0.0
4866,[NAME] những sai lầm không thể nào sửa được...,1,1,1.0
4867,"""[NAME] it till you make it"", nếu không có thì hãy làm giả :))))))",2,2,1.0
4868,Làm việc kh có bằng chứng thì cũng kh có ai công nhận đâu nói thì ai nói chả được. Cứ chụp lại hình mình tham gia là được hoặc chữ kí Thùy Trang,1,1,1.0
4869,"Hinh thức thôi, chứ anh vs đám bạn có dc vài ngày vẫn xét ra trường à",1,1,1.0
4871,"Bài viết này hoàn toàn không để làm scadal hay gì cả, thấy các b có rượt rate thấp nên muốn cho các b lên tương tác, hoàn toàn k có ý gì như các b nghĩ, vì ad cũng chả biết đang có scandal gì.",1,1,1.0
4872,[NAME] - [NAME]  đăng thì đăng cho hết thí sinh chớ... cứ tưởng mấy thí sinh kia out rồi. đang thắc mắc mấy đứa hot kia sao rớt rồi chớ 🤣,0,0,0.0
4874,[NAME] e cảm ơn a,2,2,1.0
4875,Nhìn qua nhìn lại tui thấy [NAME] đi thi cũng ăn đứt mấy đứa 🤨,1,1,1.0
4876,Quốc Huy thôi e trốn đây 🤣,1,1,1.0
4877,"Ít like thì cũng kệ ng ta đi tr, đăng lên đây làm gì, ng ta thi cũng áp lực r =))",1,1,1.0
4878,[NAME] ký thử đi biết đâu lụm giải,1,1,1.0
4879,[NAME] :v a vào đây rồi năm sau ae mình đi,1,1,1.0
4880,Bá Cường loại từ vòng gửi xe a ạ...,1,1,1.0
4881,Thích thì like không thích thì thôi.. 👍,1,1,2.0
4884,[NAME] Nhi đẹp dữ chưa kkk,2,2,1.0
4885,"[NAME] ai cũng đẹp hết nha, sắp ra trường rồi xin phép sống yên ổn",2,2,1.0
4887,Viết Lâm zui ze zui ze,1,1,1.0
4888,[NAME] Nhi hack like quá tr sao k hót kkk,1,1,1.0
4889,Viết Vũ thấy hotboy tính vô lựa mà xem xong lặng lẽ đi ra uổng ghê 🥲,1,1,0.0
4890,[NAME] nói vậy ngta buồn sao kkk,2,2,1.0
4892,[NAME] lon sợ bị chửi lắm nghiệp tới đây thôi,0,0,1.0
4894,chúc các bạn thi tốt nha đạt thành tích cao xie xie cố lên 🤍,2,2,1.0
4897,Ái chà hót hòn họt luôn,1,1,1.0
4898,[NAME] má cười *,1,1,1.0
4899,Minh Khánh nam thần đấy bạn cứ đùa,1,1,1.0
4900,Quỳnh Trịnh m đi thi là giật giải r,1,1,1.0
4901,[NAME] bạn đi thi đi là có giải r,1,1,1.0
4902,[NAME] mình xấu thấy gớm. [NAME] cho chúng nó chửi à,0,0,1.0
4903,[NAME] phải tự tin lên chứ kkk,2,2,1.0
4904,"Quỳnh Trịnh thôi, nhường bãn",1,1,1.0
4905,[NAME] ủa nam thần của lòng quỳnh đây sao,1,1,1.0
4906,Minh Phụng toàn lam thuần k,1,1,1.0
4907,Viết [NAME] hai bạn đi thi thì out trình quá :))),2,2,1.0
4908,[NAME] b này nữa nè,1,1,1.0
4909,[NAME] thôi không dám đâu. Mình chỉ là 1 nhân viên bán ô tô thôi,1,1,1.0
4910,Đăng bài này có ý gì v ạ ?,1,1,1.0
4911,"Ngân Thy Huỳnh  lướt thấy các bạn ít like thì đăng giúp các bạn thôi b, có ý gì đâu.",1,1,1.0
4912,[NAME] - [NAME] mình thấy dưới bài này toàn cmt tiêu cực thôi,1,1,1.0
4913,Ngân [NAME]  ad đăng ko hề có suy nghĩ tiêu cực cho các bạn làm gì. [NAME] đăng bài này chỉ muốn cổ vũ cho các bạn thôi. Chứ ai rảnh đâu đi dìm các bạn vậy đâu b. Tất nhiên có người ý kiến trái chiều kệ ngta thôi,1,1,1.0
4914,[NAME] đang tạo scandal chứ gì nữa!,1,1,1.0
4915,Linh Thùy  ko ai nghĩ như bạn đâu. Nghĩ tích chực lên,1,1,1.0
4916,Đào Thị Châm lựa dc anh nào chưa,1,1,1.0
4917,[NAME] ăn chay bác ơi,1,1,1.0
4919,Khánh Linh chiều nói này à,1,1,1.0
4920,"Mong ad gỡ bài xuống ạ, mấy bạn ý thi đã áp lực về dư luận r, bây h đăng thêm mấy bạn ý lên đây r thêm những bình luận tiêu cực nữa, ad đag tạo scandal hay sao ạ?",1,1,2.0
4921,"[NAME] ủa ad đâu nghĩ gì tới scandal gì đâu nhỉ. Thấy các bạn có lượt rate thấp, nên giúp các b để tăng tương tác thôi",1,1,1.0
4922,[NAME] - [NAME] nhưng ad đọc những bình luận dưới và hỏi mấy bạn đi thi xem còn tâm trạng khi nhìn thấy những bình luận tiêu cực nói về họ không?,1,1,1.0
4923,Linh Anh đó là snghi của b ngkhac không bắt bạn phải làm theo ý của họ thì bạn cũng không có quyền bắt ad phải làm theo ý của bạn :)),2,2,1.0
4924,Vậy là do [NAME] dạy kém phải k chủ tus?,0,0,1.0
4925,Nguyen [NAME] chắc ng dạy đọc được cmt này của thầy chắc buồn lắm,0,0,0.0
4926,Bích Du thầy gửi cho ng dạy xem rồi.kaka,1,1,1.0
4927,Nguyen [NAME] ủa thầy 😆,1,1,1.0
4929,"Nguyen Cuong con chào thầy, lướt dạo thấy thầy trong đây",1,1,1.0
4930,[NAME] trang này mà,1,1,1.0
4931,"[NAME] ấy chết, con nói xấu ai thầy biet hết rồi 😆",0,0,1.0
4932,[NAME] chắc thế.kaka,1,1,1.0
4933,Nguyen [NAME] gòi xong,1,1,1.0
4935,[NAME] cứ như phúc học lại 6-7 lần gì đó là lúc đó tự biết phải siêng năng 🤣🤣,1,1,1.0
4936,[NAME] mày nghiệm ra đc rồi ah ku,1,1,1.0
4937,"Nguyen [NAME] chửi bạn í đi thầy, con mới thấy bạn í đi học quân sự ó thầy :v :v",0,0,1.0
4938,Tuan [NAME] đuổi học rồi mà em,0,0,1.0
4939,"[NAME] nếu tỷ lệ rớt ít thì hiển nhiên do ng học, còn nếu tỷ lệ rớt nhiều như bạn ấy nói thật thì có thể là vậy đấy thầy 🤨",0,0,0.0
4940,[NAME] cũng hợp lí đó!,1,1,1.0
4941,[NAME] không đáng sợ bằng thầy cường canh thi đượccccc,0,0,1.0
4942,[NAME] chưa đc thử mà sợ thế,0,0,1.0
4943,[NAME] con hôm nọ mới thi thầy canh quát con te tua . 😞 ngày xưa con hay gặp thầy chở bé đi học ở mầm non hoàng yến con hay chào thầy mà thầy cứ quát con,1,1,0.0
4944,"[NAME] không hề quát đâu, nói ""iu"" đấy.kaka",1,1,1.0
4945,"Hùi đó tui đóng tiền thi thui à, hông có tiền đóng học mấy bà ơi Tin A,B 800k cả thảy, tui dở ba cái Excel lắm, tui dô tui múa máy tay chân quay cuồng không biết bằng phép màu nào được 5 điểm mỗi bài. Qua môn dui dẻ mấy bà ơi 😗",0,0,0.0
4946,[NAME] sao em hay qá dị,1,1,1.0
4947,[NAME] chấn động ha chi iu,1,1,1.0
4948,Duy Dan [NAME] thi khúc sau thử i m,1,1,1.0
4949,[NAME] tui chấp nhận thử thách này,1,1,1.0
4951,[NAME] xoé riêng anh thì còn lâuuu,1,1,1.0
4954,[NAME] sao r có kết quả ch :((,1,1,0.0
4956,Ê tui thấy học uci lắm nha. Học trên trường thầy nhiệt tình chỉ xĩu luôn á,2,2,1.0
4957,[NAME] không phải ai cũng cute như thầy mình=)))),2,2,1.0
4959,[NAME] nghe gian nan quá ạ,1,1,1.0
4960,[NAME]  thôi tôi nghỉ học,1,1,1.0
4962,[NAME] nhớ hồi đó đi ôn thi trong trường xong thi qua môn liền luôn đó😂,2,2,1.0
4963,Đàm Hạnh hồi đó học với [NAME] cũng dui,1,1,1.0
4964,Bích Tuyền đúng gòy đâu đến nỗi học đi học lại như này kkk,2,2,1.0
4968,[NAME] quá là nản rùi,1,1,1.0
4969,[NAME] Hoàng Thành nguy cơ nha :)),2,2,1.0
4970,[NAME],1,1,1.0
4971,Ad chứ không phải add nha 🤡,1,1,1.0
4972,+ 1 điểm chính tả cho bạn [NAME],1,1,1.0
4973,Ngọc Hàe sao đi xoi mói người ta,1,1,1.0
4974,[NAME] tao đi báo chứ đâu biết đi soi mói 😞,0,0,0.0
4975,Alexander Phước Đệ Nhị m phốt bài phải không :)),2,2,1.0
4978,Alexander Phước [NAME] có gì đâu mà cayyyy =)))),1,1,1.0
4979,Rồi rồi qua mình kèm thêm 1 khoá giá mềm 😂😂,2,2,2.0
4983,[NAME] may quá mình thi 1l là đậu🥲,1,1,0.0
4986,"Đâu em bost cái đề đó lên a xem nào, coi nó khó như nào mà em thi n lần",1,1,1.0
4987,[NAME] [NAME] nhờ thị hòi mà em mém rớt môn 🙁,0,0,0.0
4988,[NAME] em khác c hả tồi ghê :))),1,1,1.0
4989,[NAME] đọc đi rùi cbi tinh thần đóng xiền thi lần sau 😅,1,1,1.0
4990,Ngọc Minh Châu bậy m . Qua môn chứ,1,1,1.0
4991,[NAME] vẫn là câu chuyện muôn năm TIN HỌC,1,1,1.0
4993,"Đóng 400k thi lại đi. Cho trường có tiền xây thêm nhiều bể bơi , sân tennis 😁",2,2,1.0
4996,[NAME] qua là đc,1,1,1.0
4997,Kiều Khanh nay nghe chị kia tâm sự mà nghẹn,1,1,1.0
4998,Liên hệ thầy [NAME]. thầy dạy kèm free nhé,1,1,1.0
4999,[NAME] Do :))) hông biết còn file trắc nghiệm để dạy k nữa,2,2,1.0
5000,[NAME] bạn biết đúng không 🤣🤣,1,1,1.0
5002,[NAME] chưa mở dki nữa 😞,1,1,0.0
5003,[NAME] vẫn ở đây chờ nha tuk,1,1,1.0
5004,[NAME] lo học đi nha kkk,2,2,1.0
5005,Mardalena Trâm trường mở ít mình đăng ký ko kịp full lớp thì ý kiến dc. Còn rớt môn là do mình lười 😅,0,0,0.0
5007,Tuyếtanh Lưu gòi gòi m viết đún khum,1,1,1.0
5008,Hà Hương gì dị má đổ thừa nữa m viết thì có,1,1,1.0
5009,[NAME] viết nhận i má,1,1,1.0
5010,[NAME] hong má bớt đổ thừa,1,1,1.0
5011,Tuyếtanh Lưu nết thích đổ thừa má uii,2,2,2.0
5012,[NAME] nết kì dị má t tán dô cái mặt liền,1,1,1.0
5013,[NAME] SangLa Thanh ThảoHồ [NAME] chuyến này tới cục cuk rồi chưa học mà sao thấy bốc mùi quá=))),1,1,1.0
5015,[NAME] đồ nu nốc :))),2,2,1.0
5016,Em học thầy Dũng. Thầy mở lớp dậy 15 bủi em cúp 13 buổi 2 cuối đi thầy ôn cho đậu cái rẹc 💩🙃,1,1,1.0
5018,Hồi đó năm cuối vừa thực tập vừa học online  thi cái qua  luôn 😂,2,2,1.0
5021,[NAME] :))) mình thì muốn học onl,2,2,1.0
5022,[NAME] gào thét trong vô vọng 🤣,1,1,1.0
5023,[NAME] tiếng gào vang vọng lại tự nghe chứ ai nghe cho 🥹,1,1,1.0
5024,[NAME] Nguyễn Anh Khoa Lê Thảo Nguyễn Ngọc Yến  âu nô,1,1,0.0
5025,[NAME] m đăng bài này đúng ko :)))),2,2,1.0
5026,"Bích Thảo tôi vừa qua môn rồi bạn ơi 🙄
Học thì không chịu học, thi không chịu ôn giờ lên đây khóc, tôy lớn rồi k làm mấy trò này đâu nhó",0,0,1.0
5027,[NAME] dume kinh thế cơ à :))),2,2,1.0
5028,"Bích Thảo quan trọng là muốn ra trường không thôi, chứ ra khi nào chả đc 🤡",1,1,1.0
5029,Tiến Vũ Chí Cường  [NAME] Các bạn có rớt môn này ko :)),1,1,0.0
5030,[NAME] bảo các bạn ra hnt trao đổi thêm kinh nghiệm là tuyệt vời,2,2,2.0
5031,[NAME] ko biết hnt dạo này còn tổ chức giải đấu ko nhỉ,1,1,1.0
5032,[NAME] chắc không quá ko thấy có thông tin trò ạ :[NAME],1,1,1.0
5033,[NAME] tưởng có xin 1 slot ăn hành,1,1,1.0
5034,[NAME] thôi rủ anh em về nét làm vài game thôi,1,1,1.0
5035,[NAME] game giờ lắm trẩu lắm,1,1,1.0
5036,[NAME] 1 lần là đậu luôn bạn nhé :))),2,2,1.0
5038,[NAME] rớt lịch bịch luôn nhá,0,0,0.0
5039,[NAME] Huy dạ bạn e học rất giỏi môn này nếu anh chị có nhu cầu,2,2,1.0
5040,Thu Trang Vux gì zạy má tui biết gì đâu,1,1,1.0
5042,[NAME] j zạy cha =)) nhỏ mồm thoi,1,1,1.0
5043,Bạc [NAME] m phải rớt tin học cỡ 20 lần là đẹp,1,1,0.0
5044,[NAME] để tui lên tui đếm cho.,1,1,1.0
5045,[NAME] bữa nó quay lén ck đó vk,1,1,1.0
5046,Quang Vinh cái lưỡi điêu luyện mê quá nè,1,1,1.0
5047,[NAME] nhó nhẻ,1,1,1.0
5048,Nguyên Lê  ê sợ rớt môn tin,0,0,0.0
5051,Tuyết [NAME] ai cho sợ mà sợ 😡,0,0,1.0
5052,[NAME]  sau này nếu m rớt nhiều quá thì lên trang này đăng nhẹ 1 cái cho trường ra đề dễ hơn :))),1,1,0.0
5053,[NAME] đang sợ nè,0,0,1.0
5054,Ủa tin nữa hở zị em năm 3 chưa đk đc cái tin nào hết h seo tarrr -.-,1,1,1.0
5055,Năm 1 tới giờ môn nào cũng qua êm đềm lắm mà duma excel thi 3 lần đ qua nổi 🥹,1,1,1.0
5057,Dô mà đọc [NAME],1,1,1.0
5058,Tú Anh sao nữa tha đi trời,1,1,1.0
5059,Quynh [NAME] coi đk thi với các bạn để lẹ lẹ ra trường kìa,1,1,1.0
5060,[NAME] còn nâng cao mà khổ quá ạ 😓,1,1,1.0
5061,[NAME] đi lấy chồng đi mở lớp là vừa kkk,2,2,1.0
5062,[NAME] chắc đẻ xong mới mở lớp 🤣,1,1,1.0
5063,[NAME]  thi nhưng k nộp file đc 🐧🐧,1,1,1.0
5064,Quynh [NAME] có phải bạn đăng bài này đúng ko ạ,1,1,1.0
5065,Ngọc Duy ko phải toyyy,1,1,1.0
5066,Trường kiu e sẽ áp cứng 🙂 mà tới h bạn em thì thi rồi còn em vẫn im re [NAME],1,1,1.0
5067,[NAME] thôi không sao mình cũng chưa học tin a nè =)) có gì năm sau ra trg,1,1,1.0
5068,[NAME] đợi bạn lun 🥲,1,1,0.0
5069,"[NAME] viết cfs này đúng ko Hồ [NAME] m trải lòng đúng ko, khỏi chối",1,1,1.0
5072,Đạt Phan a ôn phát đậu luôn,1,1,1.0
5073,"[NAME]  a tự ôn ở nhà đăng kí thi đỗ luôn cả tin [NAME] luôn , a giỏi nhể 🙈",2,2,1.0
5074,Đạt Phan kkk xs luôn a ơi,2,2,1.0
5075,oh đồng ngộ :(((( kẹt chưa kịp ra thì đi luôn 😕,1,1,0.0
5076,[NAME] bớt báo,0,0,1.0
5078,"🫣🫣🫣🫣thôy thôy , vậy là bạn dở rồi , chứ mk ychang zạy đoá , nhưng mk ra trường r",0,0,1.0
5079,[NAME] hên quá tụi mình thi sớm chứ không là giờ đổi quy định chắc còn lâu mới đậu😌,0,0,1.0
5081,"[NAME] Không học trường thì tự học, trên mạng nhiều mà. Không em dạy cho anh ơi :))",2,2,1.0
5083,[NAME] thầy nghĩa,1,1,1.0
5084,"[NAME]  t k học buổi nào còn thi đậu mà ta , kì nhờ !!!! 🤣🤣🤣",1,1,1.0
